,T1.txt,T10.txt,T2.txt,T3.txt,T4.txt,T5.txt,T6.txt,T7.txt,T8.txt,T9.txt
side,5,1,4,9,1,2,5,0,1,7
sideway,0,0,0,0,0,0,0,0,0,1
siev,0,0,1,0,0,0,0,0,0,0
sift,1,0,6,0,0,0,0,0,0,1
sight,0,6,0,0,0,0,1,1,1,0
sign,0,0,0,0,0,0,1,0,0,0
signal,0,1,1,0,0,0,0,0,0,0
signifi,0,0,1,0,0,0,0,0,0,0
signific,0,1,3,1,0,0,0,1,0,0
silenc,0,0,1,0,0,0,0,0,0,0
silent,0,0,0,1,0,0,0,0,0,0
silk,3,0,0,0,0,0,0,0,0,2
silken,0,0,0,1,0,0,0,0,0,0
silurian,0,0,5,0,0,0,0,0,0,0
silvanu,0,0,0,0,0,0,0,0,1,0
silver,1,0,0,0,0,0,0,0,0,0
silveri,0,0,0,0,0,0,0,0,0,2
simian,0,0,0,0,0,0,0,0,0,1
similar,1,2,4,2,1,1,0,0,0,1
similarli,0,0,2,1,0,0,0,0,0,0
similitud,0,0,1,0,0,0,0,0,0,0
simon,0,0,0,0,0,0,0,0,0,1
simpl,3,1,0,19,5,0,0,1,3,5
simpler,3,0,1,2,0,0,0,0,0,0
simplest,0,0,0,7,1,0,0,1,1,1
simpli,0,0,2,1,0,0,1,0,0,3
simplic,0,0,0,1,0,0,0,0,0,0
sinc,1,0,2,3,1,0,0,1,5,3
sing,0,1,0,0,0,0,0,0,0,0
singl,1,0,0,2,2,0,0,0,0,0
sink,0,0,1,0,1,1,0,0,1,0
sir,8,2,0,2,0,0,0,2,5,9
siriu,0,0,0,0,1,0,0,0,0,1
sit,0,0,0,0,0,0,0,0,0,1
site,0,0,0,0,0,0,1,0,4,1
situat,0,3,1,0,2,0,0,0,0,0
six,4,0,3,1,0,1,0,0,0,2
sixth,0,1,0,0,0,0,0,0,0,1
sixti,1,0,1,1,0,0,0,0,0,0
size,0,0,11,3,7,2,3,1,0,8
skeleton,0,0,2,2,0,0,0,0,0,5
skill,0,0,2,0,1,0,0,0,0,0
skim,0,0,1,0,0,0,0,0,0,0
skin,0,0,7,1,0,1,0,0,0,0
skipper,0,0,0,0,0,0,0,0,0,1
skull,0,0,1,0,0,0,0,0,0,8
sky,4,1,0,0,2,3,0,2,0,2
sleep,0,0,1,4,0,0,0,0,0,1
slide,0,0,0,0,1,0,0,0,0,1
slight,1,0,2,0,0,0,1,0,0,0
slightli,0,1,1,0,0,0,0,1,0,0
slime,0,0,1,0,0,0,0,0,0,0
slip,0,1,3,0,0,0,0,0,0,0
slipher,0,0,0,0,0,0,1,0,0,0
slipper,0,0,0,3,0,0,0,0,0,0
slipperi,0,1,0,0,0,0,0,0,0,0
slope,0,0,1,0,0,0,0,0,1,0
sloth,0,0,1,0,0,0,0,0,0,0
slow,1,1,0,4,0,1,0,0,9,2
slowli,2,0,1,1,1,1,1,1,1,0
sluggish,0,1,0,3,0,0,0,0,0,0
slumber,1,0,0,0,0,0,0,0,0,0
small,9,1,9,5,5,2,3,3,6,13
smaller,2,0,0,0,5,1,3,0,0,0
smallest,2,0,0,0,0,0,0,0,0,0
smell,1,3,0,0,0,0,0,0,0,0
smithsonian,1,1,0,3,0,0,0,0,0,5
smoke,1,0,0,0,0,1,0,0,0,1
smooth,0,1,0,0,0,0,0,0,1,1
snail,0,6,3,0,0,0,0,0,0,0
snake,0,2,2,0,0,0,0,0,0,1
snap,0,2,0,1,0,0,0,0,0,0
sneez,0,0,0,1,0,0,0,0,0,0
snow,0,0,2,0,0,0,2,0,0,0
soap,0,0,0,0,0,0,0,0,0,1
soar,0,0,0,0,0,0,0,0,0,1
sobral,0,0,0,0,0,0,0,1,0,1
social,1,0,2,1,0,1,0,0,0,2
societi,0,0,2,0,0,0,0,0,0,2
socket,0,1,0,0,0,0,0,0,0,0
soddi,3,0,0,0,0,0,0,0,2,1
sodium,0,0,0,0,0,0,0,4,0,0
soft,0,2,2,0,0,1,0,0,0,1
soil,0,1,2,0,0,0,1,0,0,0
solar,3,0,2,5,1,6,2,8,3,30
solder,0,0,1,0,0,0,0,0,0,0
soldier,0,0,0,0,0,0,0,0,0,1
sole,0,0,2,0,0,0,0,0,0,0
solemn,0,0,0,1,0,0,0,0,0,1
solicit,0,0,0,0,0,0,0,0,3,0
solid,1,0,0,1,0,1,2,3,7,0
solidar,0,0,1,0,0,0,0,0,0,0
solitari,0,0,0,0,0,2,0,0,0,0
solut,0,0,2,0,0,0,1,0,0,2
solv,0,0,2,0,0,0,0,0,0,1
somehow,0,0,0,1,1,0,0,1,1,0
someth,6,1,4,4,3,0,0,0,0,1
sometim,2,1,6,5,0,1,1,1,2,4
somewhat,0,0,1,2,0,0,0,0,1,1
son,0,1,0,0,0,0,0,0,1,4
song,0,2,1,0,0,0,0,0,0,0
soon,1,1,0,1,0,0,0,1,0,0
sooner,0,0,0,2,0,0,0,0,0,0
sort,9,0,3,3,2,0,3,2,1,2
sound,6,5,4,0,0,2,0,0,0,0
sourc,5,0,1,1,1,0,0,5,2,2
south,2,0,4,0,1,1,0,1,0,2
southern,0,0,1,0,0,0,0,0,0,1
sow,0,0,1,0,0,0,0,0,0,0
space,7,0,1,1,6,5,5,0,4,6
spain,0,0,0,0,0,0,0,0,0,2
span,0,0,1,0,0,0,0,0,0,1
spark,6,0,0,0,0,0,0,0,0,2
sparrow,0,0,2,0,0,0,0,0,0,0
spars,0,0,0,0,1,0,0,0,0,0
spawn,0,0,1,0,0,0,0,0,0,0
speak,1,2,3,4,0,0,1,2,0,0
speci,0,1,6,2,0,0,0,0,0,1
special,1,0,0,0,1,0,0,0,1,2
specif,0,0,0,0,0,0,0,0,1,0
specifi,0,0,0,0,0,0,0,0,2,0
specimen,0,0,1,1,0,0,0,0,0,0
speck,1,0,0,1,0,0,1,0,0,1
spectacl,0,0,0,0,0,0,0,1,0,1
spectacular,2,0,0,0,1,0,0,0,0,0
spectat,0,0,0,1,0,0,0,0,0,0
spectra,1,0,0,0,1,3,0,0,0,1
spectral,0,0,0,0,0,0,0,1,0,0
spectroscop,4,0,0,0,5,3,0,13,0,10
spectroscopi,0,0,0,0,1,0,0,0,0,0
spectroscopist,0,0,0,0,1,0,0,0,0,0
spectrum,0,0,0,0,7,1,0,16,0,0
specul,2,0,0,2,4,1,2,0,0,1
speed,15,0,0,1,1,1,1,6,1,5
spencer,0,0,1,0,0,0,0,0,0,0
spend,0,0,1,0,1,0,0,0,0,0
sperm,0,0,1,9,0,0,0,0,0,0
spermatozoon,0,0,0,3,0,0,0,0,0,0
sphere,0,0,0,1,0,0,0,0,0,0
spice,0,0,1,0,0,0,0,0,0,0
spider,0,0,1,2,0,0,0,0,0,3
spin,1,0,0,1,0,0,0,0,0,1
spinal,0,0,2,0,0,0,0,0,0,0
spine,0,0,0,0,0,0,0,0,0,1
spini,0,0,1,0,0,0,0,0,0,0
spinthariscop,1,0,0,0,0,0,0,0,0,0
spiral,0,0,1,3,11,8,0,0,0,8
spirit,0,1,2,0,0,0,0,0,0,0
spit,0,0,0,0,0,0,0,0,0,1
spite,0,1,1,0,0,0,2,0,0,0
splash,0,0,0,0,0,1,0,0,0,0
splendour,0,0,1,0,0,0,0,0,0,0
split,2,0,0,2,2,0,0,3,2,0
spoke,1,0,1,1,0,0,0,0,0,0
spoken,0,0,0,1,0,0,0,0,0,0
spong,0,0,2,4,0,0,0,0,0,1
spontan,3,0,0,2,0,0,0,0,0,0
spoonbil,0,0,0,0,0,0,0,0,0,1
sporad,0,0,0,1,0,0,0,0,0,1
spore,0,0,1,1,0,0,0,0,0,0
sporozoa,0,0,0,1,0,0,0,0,0,0
spot,3,0,0,0,1,1,1,13,0,1
sprang,0,0,1,0,0,0,0,0,0,0
sprawl,0,0,0,0,0,0,1,0,0,0
spread,2,0,5,1,0,0,0,0,1,2
spring,0,0,1,0,0,0,1,0,3,1
sprinkl,1,0,0,0,0,0,0,0,0,0
spur,0,0,2,0,0,0,0,0,0,0
squar,0,0,1,0,1,0,0,1,0,0
squat,0,2,1,0,0,0,0,0,0,0
squid,0,0,0,0,0,0,0,0,0,1
squirrel,0,1,2,0,0,0,0,0,0,0
squirt,0,0,1,2,0,0,0,0,0,0
st,0,0,0,0,0,0,0,0,1,0
stabl,0,0,2,3,0,0,0,0,0,0
staff,0,0,0,0,0,0,0,0,1,0
stag,0,0,0,1,0,0,0,0,0,0
stage,2,0,8,3,2,4,0,0,0,5
stagger,0,0,0,0,0,1,0,0,0,0
stagnant,1,0,0,0,0,0,0,0,0,0
stalk,0,0,2,0,0,0,0,0,0,0
stamen,0,0,1,1,0,0,0,0,0,0
stamp,0,0,1,0,0,0,0,0,0,0
stand,1,0,4,0,1,0,0,0,0,0
standard,0,0,0,0,0,0,0,0,1,1
standstil,0,0,0,0,0,0,0,0,1,0
star,5,0,0,1,55,37,4,3,3,48
starch,0,0,0,2,0,0,0,0,0,0
stare,0,0,0,0,1,0,0,0,0,0
starfish,0,0,3,0,0,0,0,0,0,2
starl,0,0,0,0,0,0,0,0,0,1
starlit,0,0,0,0,0,0,0,0,0,1
start,1,0,0,4,1,1,0,0,2,2
startl,0,0,0,0,0,0,0,0,1,0
state,9,1,1,3,1,0,0,2,21,2
statement,2,1,0,3,0,0,0,1,1,1
static,0,0,0,0,0,0,0,0,0,1
station,2,0,0,0,0,0,0,0,0,0
statu,0,0,0,0,0,0,0,0,4,0
stave,0,0,0,1,0,0,0,0,0,0
steadi,1,0,0,0,0,0,0,1,1,0
steadili,2,0,0,0,0,0,0,0,1,0
steam,2,0,0,0,0,0,2,0,0,0
steamer,0,1,0,0,0,0,0,0,0,0
steamship,1,0,0,0,0,0,0,0,0,0
steep,0,0,1,0,0,1,0,0,0,0
steer,0,0,1,0,0,0,0,0,0,0
stellar,0,0,0,0,3,4,0,0,0,4
stem,0,0,0,1,0,0,0,0,0,0
step,0,0,5,10,0,0,0,0,0,2
stephen,0,0,0,0,0,0,0,0,1,1
stereotyp,0,1,1,0,0,0,0,0,0,0
sternli,0,0,0,0,0,0,0,0,1,0
stickleback,0,0,0,0,0,0,0,0,0,2
stigma,0,0,1,0,0,0,0,0,0,0
still,8,0,6,4,4,3,0,2,5,3
stimul,1,0,2,5,0,0,0,0,0,0
stimuli,0,0,0,2,0,0,0,0,0,0
stimulu,0,0,0,4,0,0,0,0,0,0
sting,0,0,0,3,0,0,0,0,0,0
stingi,0,1,0,0,0,0,0,0,0,0
stir,1,0,0,0,0,0,0,0,0,0
stock,0,0,8,2,0,0,0,0,0,1
stockholm,0,0,1,0,0,0,0,0,0,1
stolen,1,0,0,0,0,0,0,0,0,0
stone,5,3,1,2,1,2,1,0,0,3
stoni,0,0,0,1,0,0,0,0,0,0
stood,0,1,0,0,0,0,0,0,0,0
stop,1,1,0,0,0,1,0,1,2,1
stoppag,0,0,0,1,0,0,0,1,0,0
stopper,0,0,0,0,0,0,0,1,0,0
store,5,0,1,1,1,0,0,1,3,2
stori,0,1,4,2,3,1,2,2,0,6
storm,1,0,0,0,0,0,0,4,0,1
stow,0,0,2,0,0,0,0,0,0,0
straight,2,0,0,0,0,1,1,1,0,2
straightforward,0,0,0,0,1,0,0,0,0,0
strain,1,0,0,0,0,0,0,0,1,0
strang,1,1,0,1,0,2,0,0,1,1
stranger,0,1,0,0,0,0,0,0,0,0
strata,0,0,8,0,0,0,0,0,0,1
stray,0,0,0,0,0,0,0,1,0,0
streak,0,0,0,0,0,1,0,0,0,0
stream,2,1,1,0,5,2,0,2,3,2
streamer,0,0,0,0,0,1,0,0,0,0
street,1,0,0,0,0,0,0,0,0,1
strength,0,1,4,0,0,0,0,0,0,0
strengthen,0,0,0,1,0,0,0,0,0,0
strenuou,0,0,4,1,0,0,0,0,0,0
stretch,1,0,1,0,2,2,1,0,1,1
strict,0,0,1,0,0,0,0,0,1,0
strike,3,0,1,2,0,1,0,0,0,1
stringop,0,0,1,0,0,0,0,0,0,0
stripe,0,0,1,1,0,0,0,0,0,0
stroke,0,2,0,0,0,0,0,0,0,0
strong,2,2,2,0,1,0,0,1,0,1
stronger,1,1,0,0,0,0,0,0,1,0
struck,0,0,0,1,0,0,0,0,0,0
structur,4,1,4,2,1,2,0,1,0,4
struggl,2,0,3,2,0,0,0,0,1,1
stubborn,1,0,0,0,0,0,0,0,0,0
student,0,1,0,0,0,0,0,0,0,4
studi,1,2,2,1,2,0,1,2,0,8
stuf,0,1,0,0,0,0,0,0,0,0
stuff,1,1,0,0,0,1,1,0,0,1
stump,0,0,1,0,0,0,0,0,0,0
stupefi,0,1,0,0,0,0,0,0,0,0
stupend,0,0,0,0,1,0,0,0,0,1
subconsci,0,0,0,1,0,0,0,0,0,0
subject,3,0,0,0,2,1,0,1,1,3
sublim,0,0,2,1,0,0,0,0,0,1
subscrib,0,0,0,0,0,0,0,0,1,0
subsequ,0,0,1,2,0,0,0,0,0,0
substanc,13,0,1,5,3,0,0,9,2,3
substitut,2,0,0,0,0,0,0,0,0,1
substratum,0,0,1,1,0,0,0,0,0,0
subtl,1,0,0,3,0,0,0,0,0,1
succeed,0,0,2,0,0,0,2,0,2,0
success,3,1,11,6,0,1,0,1,0,0
successor,0,0,0,0,0,0,0,0,1,0
suck,0,0,1,0,0,0,0,0,0,0
sudden,1,1,0,1,0,1,0,0,0,0
suddenli,1,1,1,0,2,1,0,0,0,0
suffer,0,0,0,1,0,0,0,0,0,0
suffic,0,0,1,0,0,0,0,0,0,0
suffici,4,1,2,0,1,0,1,3,2,0
suffus,0,0,1,0,0,0,0,0,0,0
sugar,1,0,0,3,0,0,0,0,0,0
suggest,3,2,8,7,1,1,0,3,2,3
suit,2,0,0,6,0,0,0,0,0,0
sulphit,1,0,0,0,0,0,0,0,0,0
sum,0,0,1,0,0,0,0,0,1,0
summer,0,0,2,1,0,0,0,0,0,1
summon,0,0,0,0,0,1,0,0,0,0
sun,23,0,0,7,11,18,16,69,13,70
sunk,1,0,1,0,0,0,0,0,0,0
sunlight,6,0,0,3,0,0,1,5,0,1
sunlit,0,0,0,0,0,0,1,0,0,0
sunni,0,1,0,0,0,0,1,0,0,0
sunris,1,0,0,0,0,0,0,0,0,0
sunset,1,0,0,0,0,0,0,0,0,0
sunshin,0,0,1,1,0,0,0,0,0,0
superfici,0,0,1,2,0,0,0,0,0,0
superior,0,0,0,0,1,0,0,0,0,0
superpos,1,0,0,0,0,0,0,0,0,0
supplement,0,0,0,0,0,0,0,0,0,1
suppli,6,1,2,1,0,0,0,0,3,0
support,1,0,2,0,0,0,0,1,4,0
suppos,6,1,2,0,6,5,3,0,2,2
supra,0,0,0,1,0,0,0,0,0,1
suprem,0,0,0,0,0,0,0,0,1,0
sure,0,0,2,1,0,1,1,1,0,0
surer,0,0,1,0,0,0,0,0,0,0
surfac,3,0,11,9,0,7,10,12,3,7
surg,0,0,0,0,0,0,0,0,0,1
surinam,0,0,0,0,0,0,0,0,0,1
surpass,0,0,0,1,0,0,0,0,0,3
surpris,1,0,0,0,1,1,0,1,2,0
surrend,0,1,0,0,0,0,0,0,0,0
surround,4,0,3,3,0,0,0,2,1,2
survey,0,0,0,0,1,1,1,0,0,0
surviv,1,0,6,3,0,0,0,0,1,0
survivor,0,0,1,0,0,0,0,0,0,0
suspect,1,0,1,0,0,0,0,0,0,0
suspend,1,0,0,1,0,0,0,0,0,0
sustain,0,0,1,0,0,0,0,0,0,0
svant,0,0,0,0,0,0,0,0,1,0
swam,0,1,0,0,0,0,0,0,0,0
swamp,0,0,2,0,0,0,0,0,1,0
swampi,0,0,1,0,0,0,0,0,0,0
swarm,0,0,0,0,1,4,1,1,0,0
sweep,0,0,0,0,0,1,0,0,0,0
sweet,0,0,1,0,0,0,0,0,0,0
swept,0,0,1,0,0,0,0,0,0,0
swift,0,0,1,0,0,0,0,0,0,0
swiftest,0,0,0,0,0,0,0,0,1,0
swiftli,1,0,1,0,0,0,0,0,0,0
swim,0,6,5,1,0,0,0,0,0,1
swing,0,0,0,0,0,0,0,0,0,1
swirl,0,0,0,0,0,0,1,0,0,0
swoop,0,0,2,0,0,0,0,0,0,1
sy,0,0,0,2,0,0,0,0,0,0
symbol,0,0,1,0,0,0,0,0,0,0
symmetr,0,0,1,0,0,0,0,0,0,0
symmetri,0,0,0,6,0,0,0,0,0,0
sympathi,0,0,1,0,0,0,0,0,0,0
synonym,0,0,0,0,0,0,0,0,1,0
synthesi,0,0,0,0,0,0,0,0,1,0
synthet,0,0,0,3,0,0,0,0,0,0
system,2,0,7,10,8,9,3,1,4,24
systema,0,0,2,0,0,0,0,0,0,0
tabl,0,0,2,0,0,0,0,0,0,0
tacchini,0,0,0,0,0,0,0,0,0,1
tack,0,2,1,1,0,0,0,0,0,0
tackl,0,0,1,0,0,0,0,0,0,0
tactic,0,0,1,1,0,0,0,0,0,0
tadpol,0,0,2,0,0,0,0,0,0,0
tail,0,1,4,0,0,9,0,0,0,0
take,17,4,4,6,5,2,3,2,3,6
taken,3,0,5,2,2,1,4,3,1,6
tale,0,0,2,0,0,0,0,0,0,0
talon,0,1,0,0,0,0,0,0,0,0
tangent,0,0,0,0,0,0,0,0,0,2
tantalis,0,0,0,0,0,0,0,0,1,0
tap,1,0,1,0,0,0,0,0,0,0
tapeworm,0,0,1,0,0,0,0,0,0,0
task,1,0,0,0,1,0,0,0,0,0
tassel,5,0,0,0,0,0,0,0,0,2
tast,0,1,0,0,0,0,0,0,0,0
taught,0,0,0,0,0,0,0,0,1,0
taut,0,0,2,0,0,0,0,0,0,0
tax,0,0,1,0,0,0,0,0,7,0
teach,0,1,0,0,0,0,0,0,0,0
teacher,0,0,1,0,0,0,0,0,0,0
team,0,0,0,0,0,0,0,0,1,1
tear,0,0,0,1,0,0,0,0,0,1
teat,0,0,1,0,0,0,0,0,0,0
technic,1,0,0,0,0,0,0,0,0,3
teem,0,0,0,2,0,0,0,0,0,0
teeth,1,2,7,1,0,0,0,0,0,0
telegraph,0,0,0,0,0,0,0,1,0,0
telegraphi,1,0,0,0,0,0,0,0,0,0
telephon,0,0,0,0,0,0,0,1,0,0
telescop,0,0,1,1,34,1,4,0,0,2
tell,4,0,7,0,0,1,0,1,0,3
temp,0,0,0,0,1,0,0,0,0,0
temperatur,3,1,0,4,1,6,0,4,21,3
tempor,0,0,0,0,1,0,0,0,0,0
temporari,0,0,1,0,0,0,0,0,0,0
tempt,0,0,1,0,1,0,0,0,0,0
ten,1,0,0,2,1,1,5,1,1,3
tenabl,0,0,0,1,0,0,0,1,0,0
tenant,0,0,2,0,0,0,0,0,0,0
tend,1,0,7,0,1,0,1,0,4,0
tendenc,0,0,5,1,0,1,0,0,3,1
tender,0,0,0,1,0,0,0,0,0,0
tension,3,0,0,0,0,0,0,0,0,0
tent,0,0,4,2,0,0,0,0,0,1
tentacl,0,0,0,5,0,0,0,0,0,0
tenth,0,0,0,0,0,0,0,0,0,1
term,0,1,1,0,0,0,0,0,21,1
termin,1,0,0,0,0,0,0,0,0,0
terrestri,0,0,9,0,0,1,0,0,0,1
terrif,0,0,0,0,0,1,0,0,0,0
ters,0,0,0,0,0,0,0,0,0,1
tertiari,0,0,3,0,0,0,0,0,0,0
test,0,0,2,1,0,0,0,0,0,0
text,3,0,0,0,2,0,0,0,3,0
th,0,0,1,1,0,0,0,0,0,0
thank,0,0,0,0,0,0,0,0,0,1
theoret,1,0,0,0,0,0,0,0,2,0
theori,11,0,4,9,0,7,2,2,10,7
thereaft,0,0,1,0,0,0,0,0,0,0
therefor,6,0,2,2,1,3,4,3,4,0
thick,0,0,6,3,1,1,0,2,0,4
thin,0,0,0,0,1,1,2,0,0,0
thing,8,3,5,4,1,2,1,3,4,2
think,0,0,2,5,2,3,5,1,3,4
thinker,0,0,0,0,0,0,0,0,0,1
thinner,0,0,0,0,0,0,0,0,0,2
thinnest,0,0,0,0,0,1,0,0,0,0
thinopu,0,0,1,0,0,0,0,0,0,0
third,2,1,3,1,3,0,0,0,0,2
thirsti,0,1,0,0,0,0,0,0,0,0
thirti,1,3,3,0,0,1,0,1,1,1
thirtieth,0,2,0,0,0,0,0,0,0,0
thither,0,0,0,1,0,0,0,0,0,0
thoma,0,0,1,0,0,0,0,0,0,1
thompson,0,0,0,0,0,0,0,0,1,0
thomson,2,0,2,0,0,0,0,0,2,7
thorough,0,0,1,0,0,0,0,0,0,0
thoroughfar,1,0,0,0,0,0,0,0,0,0
thoroughgo,0,0,1,0,0,0,0,0,0,0
thoroughli,0,0,1,0,1,0,0,0,0,0
though,4,2,8,5,0,0,0,0,1,1
thought,1,0,1,1,1,0,1,0,1,1
thousand,3,0,0,5,4,8,2,5,1,4
thousandth,2,0,0,0,0,0,0,0,0,0
thread,3,0,0,0,0,0,0,0,0,1
three,3,1,13,3,3,2,3,0,6,5
thrill,0,0,0,0,0,0,0,1,0,0
throne,0,0,0,0,0,1,0,0,0,0
throughout,1,0,3,5,0,0,0,2,2,1
throw,0,0,0,1,0,2,0,1,1,0
thrown,1,0,0,1,0,0,0,0,1,2
thrush,0,8,0,1,0,0,0,0,0,1
thrust,0,0,0,0,0,0,0,0,0,1
thu,9,1,12,12,2,1,2,2,3,3
thumb,0,0,3,0,0,0,0,0,0,0
thunder,0,0,1,0,0,0,0,0,0,0
thunderstorm,3,0,0,0,0,0,0,0,0,0
thyroid,0,0,0,1,0,0,0,0,0,1
tidal,0,0,0,0,0,0,0,0,4,0
tide,1,0,0,1,0,0,0,0,31,3
tiger,0,0,1,0,0,0,0,0,0,0
till,0,3,1,2,0,0,0,0,0,1
timber,1,0,0,0,0,0,0,0,0,0
time,13,4,37,8,7,3,3,3,13,16
ting,0,0,0,0,0,1,1,0,0,0
tini,0,1,1,1,0,0,0,0,1,1
tint,0,0,0,0,0,0,0,1,0,0
tip,0,1,0,1,0,0,0,0,0,0
tissu,0,0,2,4,0,0,0,0,0,0
titan,0,0,0,0,0,0,1,0,0,0
titl,0,0,0,0,0,0,0,0,0,1
tm,0,0,0,0,0,0,0,0,57,0
toad,0,1,2,0,0,0,0,0,0,1
toe,0,1,3,0,0,0,0,0,0,0
togeth,9,1,3,2,1,0,0,0,1,5
told,0,0,0,0,0,0,0,0,0,3
ton,4,0,1,0,3,1,0,1,2,0
tongu,0,0,4,0,0,0,0,1,0,1
took,2,1,4,1,0,0,0,0,1,0
tool,0,0,0,1,0,0,0,0,0,1
tooth,1,0,5,0,0,0,0,0,0,1
top,1,0,1,0,2,1,0,0,0,1
torpedo,0,0,0,0,0,1,0,0,0,0
tortois,0,4,1,1,0,0,0,0,0,1
tortuou,1,0,0,0,0,0,0,0,0,0
total,2,0,7,0,0,0,0,1,1,3
touch,0,1,0,2,1,0,0,0,0,0
tough,0,0,0,1,0,0,0,0,0,0
toward,0,2,4,2,7,2,1,4,2,1
tower,0,0,0,0,0,0,0,0,0,1
trace,0,1,5,1,0,0,4,0,1,1
traceabl,0,0,1,0,0,0,0,0,0,0
tract,0,0,1,0,0,0,0,0,0,1
trademark,0,0,0,0,0,0,0,0,11,0
trail,0,0,1,0,0,0,0,0,0,1
train,4,2,0,0,0,0,0,0,0,0
tram,1,0,0,0,0,0,0,0,1,0
trammel,0,1,0,0,0,0,0,0,0,0
tramp,0,1,0,0,0,0,0,0,0,0
tranquil,0,0,0,0,0,0,0,0,0,1
transcend,0,0,0,0,0,0,0,0,0,1
transcrib,0,0,0,0,0,0,0,0,1,0
transcript,0,0,0,0,0,0,0,0,1,0
transfer,1,0,0,0,0,0,0,0,0,0
transform,7,0,5,0,0,0,0,0,2,2
transit,1,0,1,0,2,0,0,0,0,0
transmiss,0,0,1,0,0,0,0,0,0,0
transmit,4,0,0,0,0,0,0,0,1,0
transmut,4,0,0,0,0,0,0,0,0,0
transpar,0,0,0,0,0,0,0,1,0,1
transport,0,0,0,0,0,0,0,0,0,1
trap,0,0,0,3,0,0,0,0,0,1
travail,0,0,0,1,0,0,0,0,0,0
travel,16,0,0,5,1,4,0,0,4,6
travers,1,0,0,0,0,0,0,0,0,1
treacli,0,0,0,0,0,0,0,1,0,0
tread,0,0,0,1,0,0,0,0,0,0
treasur,0,0,0,0,0,0,0,0,0,1
treat,0,0,0,0,1,0,0,0,0,0
treatment,0,0,0,0,0,0,0,0,1,1
tree,1,2,9,5,2,0,0,0,0,4
tremend,2,0,0,0,1,0,0,4,0,0
trend,0,0,2,0,0,0,0,0,0,0
trent,0,0,0,0,0,0,0,0,2,2
tri,3,4,3,2,0,0,0,1,3,1
trial,0,2,1,4,0,0,0,0,0,0
triangular,1,0,0,0,0,0,0,1,0,0
triassic,0,0,10,0,0,0,0,0,0,1
triceratop,0,0,1,0,0,0,0,0,0,1
trigger,0,2,0,4,0,0,0,0,0,0
trillion,5,0,0,0,2,0,1,0,0,8
trilobit,0,0,7,0,0,0,0,0,0,1
trip,0,1,0,0,0,0,0,0,0,0
triumph,0,0,0,0,1,0,0,0,0,3
tropic,0,0,0,0,0,0,1,0,0,1
tropism,0,0,0,4,0,0,0,0,0,0
troubl,0,2,0,0,0,0,0,0,0,0
troublesom,0,0,0,1,0,0,0,0,0,0
trough,2,0,1,0,0,0,0,0,0,0
truck,1,0,0,0,0,0,0,0,0,0
true,4,1,8,5,0,1,1,1,2,2
truli,0,0,0,0,1,0,0,0,0,1
trumpet,0,0,1,0,0,0,0,0,0,0
trunk,0,1,0,0,0,0,0,0,0,0
truth,0,2,1,1,0,0,0,0,0,0
trypanosom,0,0,0,3,0,0,0,0,0,0
trypanosoma,0,0,0,1,0,0,0,0,0,1
tse,0,0,2,4,0,0,0,0,0,0
tube,1,0,4,0,4,1,0,0,0,1
tubercl,0,0,1,0,0,0,0,0,0,0
tubular,0,0,0,1,0,0,0,0,0,0
tuft,0,0,1,0,0,0,0,0,0,0
tumbl,0,1,0,1,0,0,0,0,0,0
tumultu,0,0,0,0,0,0,0,0,0,1
tupaia,0,0,1,0,0,0,0,0,0,0
turn,7,1,4,1,0,2,4,0,5,4
turtl,0,4,3,0,0,0,0,0,0,0
twelfth,0,0,0,0,0,0,0,0,0,1
twelv,0,0,1,0,0,0,0,0,0,0
twenti,3,0,1,0,2,3,0,0,3,4
twentieth,0,1,0,0,0,0,0,0,0,0
twice,1,1,0,0,0,1,0,0,1,0
twig,0,1,0,0,0,0,0,0,0,0
twilight,0,0,0,0,0,2,0,0,0,0
twinkl,0,0,0,0,0,1,0,0,0,0
two,19,9,14,17,10,9,2,4,10,4
txt,0,0,0,0,0,0,0,0,1,0
tycho,0,0,0,0,0,0,1,0,0,0
type,2,7,17,3,3,4,1,0,1,4
typic,0,0,1,1,0,1,1,0,0,2
tyranni,0,3,0,0,0,0,0,0,0,0
u,0,0,3,0,0,0,0,0,3,0
ulna,0,0,2,0,0,0,0,0,0,0
ultim,2,0,0,0,0,0,0,0,1,1
ultra,3,0,0,0,0,0,0,0,0,0
ultramicroscop,0,0,0,0,0,0,0,0,0,1
unabl,0,1,0,0,0,0,0,0,0,0
unaccustom,0,0,0,1,0,0,0,0,0,0
unalt,1,0,0,0,0,0,0,0,0,0
unavail,1,0,0,0,0,0,0,0,7,0
unborn,0,0,2,1,0,0,0,0,0,0
unbroken,0,1,1,0,0,0,0,0,0,0
uncertain,0,0,0,1,0,0,0,0,0,2
unchang,0,0,0,0,0,0,0,0,0,1
unconsci,0,0,2,0,0,0,0,0,0,0
unconvinc,0,0,0,0,0,0,1,0,0,0
undeni,0,0,2,0,0,0,0,0,0,0
undercharg,1,0,0,0,0,0,0,0,0,0
undergo,1,0,0,0,0,0,0,3,0,0
underli,0,0,0,0,0,0,0,0,0,1
underneath,0,0,1,0,0,0,0,0,0,0
underr,1,0,0,0,0,0,0,0,0,0
understand,2,0,4,2,0,0,0,2,1,3
understood,2,0,1,0,0,0,0,0,0,1
underw,0,0,1,0,1,0,0,0,0,0
